Üniversite,Program Adı Öğretim Süresi,Şehir,2021,Bölüm
AMASYA ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (4 Yıllık),AMASYA,483368,SOZ
ATATÜRK ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Halkla İlişkiler ve Tanıtım (4 Yıllık),ERZURUM,484123,SOZ
ZONGULDAK BÜLENT ECEVİT ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (4 Yıllık),ZONGULDAK,484669,SOZ
GAZİANTEP ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Gazetecilik (4 Yıllık),GAZİANTEP,485754,SOZ
NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (4 Yıllık),NİĞDE,486679,SOZ
HATAY MUSTAFA KEMAL ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),HATAY,486732,SOZ
KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (4 Yıllık),KIRŞEHİR,488623,SOZ
SELÇUK ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (4 Yıllık),KONYA,491826,SOZ
VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (4 Yıllık),VAN,492218,SOZ
İNÖNÜ ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Halkla İlişkiler ve Tanıtım (4 Yıllık),MALATYA,492529,SOZ
KIRKLARELİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (4 Yıllık),KIRKLARELİ,492654,SOZ
İNÖNÜ ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,"Radyo, Televizyon ve Sinema (4 Yıllık)",MALATYA,493820,SOZ
SÜLEYMAN DEMİREL ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),ISPARTA,493896,SOZ
BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ İnsan ve Toplum Bilimleri Fakültesi Akademik Kadro,Tarih (4 Yıllık),BALIKESİR,494688,SOZ
KARABÜK ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (4 Yıllık),KARABÜK,494856,SOZ
SAKARYA ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sanat Tarihi (4 Yıllık),SAKARYA,494931,SOZ
MERSİN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sanat Tarihi (4 Yıllık),MERSİN,495440,SOZ
GİRESUN ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (4 Yıllık),GİRESUN,495641,SOZ
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ Bucak İşletme Fakültesi Akademik Kadro,Halkla İlişkiler ve Tanıtım (4 Yıllık),BURDUR,496465,SOZ
GAZİANTEP İSLAM BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (Arapça) (4 Yıllık),GAZİANTEP,496837,SOZ
SELÇUK ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Halkla İlişkiler ve Tanıtım (İÖ) (4 Yıllık),KONYA,497146,SOZ
DOKUZ EYLÜL ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),İZMİR,497500,SOZ
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),ÇANAKKALE,498751,SOZ
BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (4 Yıllık),BİLECİK,499913,SOZ
TRAKYA ÜNİVERSİTESİ Keşan Yusuf Çapraz Uygulamalı Bilimler Yüksekokulu Akademik Kadro,Halkla İlişkiler ve Reklamcılık (Yüksekokul) (4 Yıllık),EDİRNE,500460,SOZ
ERCİYES ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Gazetecilik (4 Yıllık),KAYSERİ,500596,SOZ
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ Güzel Sanatlar Fakültesi Akademik Kadro,Görsel İletişim Tasarımı (İÖ) (4 Yıllık),KÜTAHYA,502030,SOZ
MERSİN ÜNİVERSİTESİ Turizm Fakültesi Akademik Kadro,Rekreasyon Yönetimi (Fakülte) (4 Yıllık),MERSİN,502774,SOZ
IĞDIR ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (4 Yıllık),IĞDIR,503757,SOZ
ORDU ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (4 Yıllık),ORDU,503960,SOZ
SİNOP ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (4 Yıllık),SİNOP,504415,SOZ
TRABZON ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Gazetecilik (4 Yıllık),TRABZON,504934,SOZ
MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),MUĞLA,505886,SOZ
"MALATYA TURGUT ÖZAL ÜNİVERSİTESİ Sanat, Tasarım ve Mimarlık Fakültesi Akademik Kadro",Görsel İletişim Tasarımı (4 Yıllık),MALATYA,506289,SOZ
AFYON KOCATEPE ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),AFYONKARAHİSAR,506560,SOZ
ATATÜRK ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (4 Yıllık),ERZURUM,507015,SOZ
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (4 Yıllık),KAHRAMANMARAŞ,507188,SOZ
AYDIN ADNAN MENDERES ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sanat Tarihi (4 Yıllık),AYDIN,507369,SOZ
BARTIN ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (4 Yıllık),BARTIN,507395,SOZ
ANADOLU ÜNİVERSİTESİ Açıköğretim Fakültesi Akademik Kadro,Görsel İletişim Tasarımı (Açıköğretim) (Açıköğretim) (4 Yıllık),ESKİŞEHİR,507989,SOZ
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Coğrafya (4 Yıllık),BURDUR,509828,SOZ
AFYON KOCATEPE ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (4 Yıllık),AFYONKARAHİSAR,509844,SOZ
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (4 Yıllık),KARAMAN,509983,SOZ
ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (4 Yıllık),ANKARA,510213,SOZ
RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (4 Yıllık),RİZE,510518,SOZ
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),KAHRAMANMARAŞ,511120,SOZ
ATATÜRK ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Coğrafya (İÖ) (4 Yıllık),ERZURUM,511215,SOZ
SİNOP ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (4 Yıllık),SİNOP,511369,SOZ
TRABZON ÜNİVERSİTESİ İlahiyat Fakültesi (M.T.O.K.) (İÖ) Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),TRABZON,512161,SOZ
TRAKYA ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),EDİRNE,513373,SOZ
SÜLEYMAN DEMİREL ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Gazetecilik (4 Yıllık),ISPARTA,514014,SOZ
İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (4 Yıllık),İZMİR,514163,SOZ
TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (4 Yıllık),TOKAT,515156,SOZ
FIRAT ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (4 Yıllık),ELAZIĞ,515373,SOZ
ONDOKUZ MAYIS ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sanat Tarihi (4 Yıllık),SAMSUN,516078,SOZ
KARABÜK ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (4 Yıllık),KARABÜK,516090,SOZ
BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (4 Yıllık),BOLU,517223,SOZ
DİCLE ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Gazetecilik (4 Yıllık),DİYARBAKIR,517298,SOZ
ARTVİN ÇORUH ÜNİVERSİTESİ İlahiyat Fakültesi (Hopa) Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (4 Yıllık),ARTVİN,518047,SOZ
NECMETTİN ERBAKAN ÜNİVERSİTESİ Ahmet Keleşoğlu İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),KONYA,518620,SOZ
HARRAN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),ŞANLIURFA,519433,SOZ
AFYON KOCATEPE ÜNİVERSİTESİ Güzel Sanatlar Fakültesi Akademik Kadro,Sinema ve Televizyon (4 Yıllık),AFYONKARAHİSAR,519755,SOZ
KAYSERİ ÜNİVERSİTESİ Develi Sosyal ve Beşeri Bilimler Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (4 Yıllık),KAYSERİ,520689,SOZ
"SAMSUN ÜNİVERSİTESİ İktisadi, İdari ve Sosyal Bilimler Fakültesi Akademik Kadro",Tarih (4 Yıllık),SAMSUN,524331,SOZ
SELÇUK ÜNİVERSİTESİ Turizm Fakültesi Akademik Kadro,Rekreasyon Yönetimi (Fakülte) (4 Yıllık),KONYA,524491,SOZ
DİCLE ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (İÖ) (4 Yıllık),DİYARBAKIR,524854,SOZ
ONDOKUZ MAYIS ÜNİVERSİTESİ İletişim Fakültesi (Çarşamba) Akademik Kadro,Halkla İlişkiler ve Tanıtım (İÖ) (4 Yıllık),SAMSUN,524855,SOZ
EGE ÜNİVERSİTESİ Birgivi İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (4 Yıllık),İZMİR,524952,SOZ
ERCİYES ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),KAYSERİ,525760,SOZ
ATATÜRK ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (Arapça) (M.T.O.K.) (4 Yıllık),ERZURUM,525780,SOZ
ONDOKUZ MAYIS ÜNİVERSİTESİ İletişim Fakültesi (Çarşamba) Akademik Kadro,İletişim ve Tasarımı (4 Yıllık),SAMSUN,525991,SOZ
MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Çağdaş Türk Lehçeleri ve Edebiyatları (4 Yıllık),MUĞLA,526124,SOZ
KIRIKKALE ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (İÖ) (4 Yıllık),KIRIKKALE,526813,SOZ
SELÇUK ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,"Radyo, Televizyon ve Sinema (İÖ) (4 Yıllık)",KONYA,526828,SOZ
SİVAS CUMHURİYET ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Halkla İlişkiler ve Tanıtım (4 Yıllık),SİVAS,527873,SOZ
KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (4 Yıllık),KIRŞEHİR,528122,SOZ
ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (4 Yıllık),ESKİŞEHİR,528630,SOZ
HATAY MUSTAFA KEMAL ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,"Radyo, Televizyon ve Sinema (4 Yıllık)",HATAY,528656,SOZ
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),KÜTAHYA,528752,SOZ
KAFKAS ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (4 Yıllık),KARS,530350,SOZ
ATATÜRK ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,"Radyo, Televizyon ve Sinema (4 Yıllık)",ERZURUM,530390,SOZ
YOZGAT BOZOK ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (4 Yıllık),YOZGAT,530440,SOZ
KARABÜK ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Coğrafya (4 Yıllık),KARABÜK,530724,SOZ
PAMUKKALE ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),DENİZLİ,531009,SOZ
YALOVA ÜNİVERSİTESİ İnsan ve Toplum Bilimleri Fakültesi Akademik Kadro,Tarih (4 Yıllık),YALOVA,532528,SOZ
KAYSERİ ÜNİVERSİTESİ Develi İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (4 Yıllık),KAYSERİ,533351,SOZ
BATMAN ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (4 Yıllık),BATMAN,534287,SOZ
KİLİS 7 ARALIK ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (4 Yıllık),KİLİS,534336,SOZ
BATMAN ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (4 Yıllık),BATMAN,534342,SOZ
KASTAMONU ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Halkla İlişkiler ve Reklamcılık (Fakülte) (4 Yıllık),KASTAMONU,534652,SOZ
ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ Sanat ve Tasarım Fakültesi Akademik Kadro,El Sanatları (M.T.O.K.) (M.T.O.K.) (4 Yıllık),ANKARA,535138,SOZ
MARDİN ARTUKLU ÜNİVERSİTESİ Güzel Sanatlar Fakültesi Akademik Kadro,"Radyo, Televizyon ve Sinema (4 Yıllık)",MARDİN,535872,SOZ
İNÖNÜ ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (4 Yıllık),MALATYA,537569,SOZ
HATAY MUSTAFA KEMAL ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Halkla İlişkiler ve Tanıtım (4 Yıllık),HATAY,537645,SOZ
ATATÜRK ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),ERZURUM,538348,SOZ
BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Coğrafya (4 Yıllık),BİLECİK,538710,SOZ
UŞAK ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Yeni Medya ve İletişim (KKTC Uyruklu) (4 Yıllık),UŞAK,538849,SOZ
SÜLEYMAN DEMİREL ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Coğrafya (İÖ) (4 Yıllık),ISPARTA,538989,SOZ
SÜLEYMAN DEMİREL ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (4 Yıllık),ISPARTA,540445,SOZ
TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Coğrafya (4 Yıllık),TOKAT,540844,SOZ
ERCİYES ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (4 Yıllık),KAYSERİ,540862,SOZ
ÇANKIRI KARATEKİN ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (4 Yıllık),ÇANKIRI,541002,SOZ
DÜZCE ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (4 Yıllık),DÜZCE,541372,SOZ
ERCİYES ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,"Radyo, Televizyon ve Sinema (Uzaktan Öğretim) (4 Yıllık)",KAYSERİ,542884,SOZ
ONDOKUZ MAYIS ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),SAMSUN,543545,SOZ
TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (4 Yıllık),TOKAT,543732,SOZ
ONDOKUZ MAYIS ÜNİVERSİTESİ Çarşamba İnsan ve Toplum Bilimleri Fakültesi Akademik Kadro,Tarih (4 Yıllık),SAMSUN,544160,SOZ
VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),VAN,544478,SOZ
GAZİANTEP ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (4 Yıllık),GAZİANTEP,546752,SOZ
BALIKESİR ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (4 Yıllık),BALIKESİR,547115,SOZ
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (İÖ) (4 Yıllık),KAHRAMANMARAŞ,547340,SOZ
BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),BOLU,547390,SOZ
YALOVA ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (Arapça) (4 Yıllık),YALOVA,547509,SOZ
MERSİN ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (4 Yıllık),MERSİN,547768,SOZ
KIRKLARELİ ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (4 Yıllık),KIRKLARELİ,547904,SOZ
ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),ESKİŞEHİR,548709,SOZ
BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ İnsan ve Toplum Bilimleri Fakültesi Akademik Kadro,Sanat Tarihi (4 Yıllık),BALIKESİR,548987,SOZ
HAKKARİ ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (4 Yıllık),HAKKARİ,549377,SOZ
GAZİANTEP İSLAM BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (Arapça) (M.T.O.K.) (4 Yıllık),GAZİANTEP,549489,SOZ
TRABZON ÜNİVERSİTESİ İlahiyat Fakültesi (M.T.O.K.) Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (4 Yıllık),TRABZON,549868,SOZ
MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (4 Yıllık),MUĞLA,549933,SOZ
YALOVA ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (4 Yıllık),YALOVA,550579,SOZ
NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),NEVŞEHİR,550708,SOZ
KARABÜK ÜNİVERSİTESİ Türker İnanoğlu İletişim Fakültesi Akademik Kadro,"Radyo, Televizyon ve Sinema (4 Yıllık)",KARABÜK,551926,SOZ
FIRAT ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (İÖ) (4 Yıllık),ELAZIĞ,552405,SOZ
ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Coğrafya (4 Yıllık),ERZİNCAN,552508,SOZ
RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),RİZE,553150,SOZ
AKSARAY ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Halkla İlişkiler ve Reklamcılık (Fakülte) (4 Yıllık),AKSARAY,553175,SOZ
"DÜZCE ÜNİVERSİTESİ Sanat, Tasarım ve Mimarlık Fakültesi Akademik Kadro",Tiyatro Eleştirmenliği ve Dramaturji (4 Yıllık),DÜZCE,553329,SOZ
FIRAT ÜNİVERSİTESİ İnsani ve Sosyal Bilimler Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (İÖ) (4 Yıllık),ELAZIĞ,553446,SOZ
ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ Turizm Fakültesi Akademik Kadro,Rekreasyon Yönetimi (Fakülte) (M.T.O.K) (M.T.O.K.) (4 Yıllık),ANKARA,553630,SOZ
DÜZCE ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),DÜZCE,555118,SOZ
MANİSA CELÂL BAYAR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sanat Tarihi (4 Yıllık),MANİSA,555914,SOZ
KASTAMONU ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (4 Yıllık),KASTAMONU,556920,SOZ
DÜZCE ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),DÜZCE,557568,SOZ
TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (4 Yıllık),TOKAT,558095,SOZ
BATMAN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (4 Yıllık),BATMAN,558154,SOZ
ANADOLU ÜNİVERSİTESİ Açıköğretim Fakültesi Akademik Kadro,Halkla İlişkiler ve Reklamcılık (Açıköğretim) (Açıköğretim) (4 Yıllık),ESKİŞEHİR,558809,SOZ
GİRESUN ÜNİVERSİTESİ Tirebolu İletişim Fakültesi Akademik Kadro,Halkla İlişkiler ve Tanıtım (4 Yıllık),GİRESUN,558839,SOZ
ERCİYES ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Gazetecilik (Uzaktan Öğretim) (4 Yıllık),KAYSERİ,558845,SOZ
TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),TEKİRDAĞ,559140,SOZ
SÜLEYMAN DEMİREL ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Halkla İlişkiler ve Tanıtım (İÖ) (4 Yıllık),ISPARTA,559410,SOZ
AMASYA ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),AMASYA,559476,SOZ
DİCLE ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),DİYARBAKIR,560487,SOZ
NECMETTİN ERBAKAN ÜNİVERSİTESİ Sosyal ve Beşeri Bilimler Fakültesi Akademik Kadro,Halkla İlişkiler ve Reklamcılık (Fakülte) (İÖ) (4 Yıllık),KONYA,561017,SOZ
ÇANKIRI KARATEKİN ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Coğrafya (4 Yıllık),ÇANKIRI,561459,SOZ
RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),RİZE,562412,SOZ
ÇUKUROVA ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (4 Yıllık),ADANA,562571,SOZ
UŞAK ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (4 Yıllık),UŞAK,563568,SOZ
ADIYAMAN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sanat Tarihi (4 Yıllık),ADIYAMAN,Dolmadı,SOZ
ADIYAMAN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),ADIYAMAN,Dolmadı,SOZ
AFYON KOCATEPE ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Coğrafya (İÖ) (4 Yıllık),AFYONKARAHİSAR,Dolmadı,SOZ
AFYON KOCATEPE ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Çağdaş Türk Lehçeleri ve Edebiyatları (4 Yıllık),AFYONKARAHİSAR,Dolmadı,SOZ
